"iteration","best_lambda","best_alpha","MEP","MSEP","MAEP","R2","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
11,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
12,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
13,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
14,0.438603242506849,1,-0.083,6.351,2.049,0.979,-4.99585166280276,2.0475534746569,1.74525075955936,2.14198824616818,6.51565568708664,2.54760722018551,-9.28290173247808,-5.03679810449229,2.69832973155391,0,3.27691952070365
15,0.293884974145983,1,0,5.212,1.892,0.983,-4.99600753530611,2.18324533624809,1.89420696054284,2.28410437719196,6.65045689252879,2.71254758206314,-9.45637752479049,-5.21408912047235,2.86530663113754,0,3.38978906418896
16,0.312557824304113,1,-0.011,5.33,1.911,0.982,-4.99598742323642,2.16573715412383,1.8749872942727,2.26576727815314,6.63306363085654,2.69126549586039,-9.43399412072823,-5.19121344200221,2.84376177255742,0,3.37522562242871
17,0.342815038378007,1,-0.028,5.539,1.942,0.982,-4.99595483393201,2.13736715114665,1.84384402734559,2.23605411029642,6.6048798433038,2.65678031375255,-9.39772437922229,-5.15414602622502,2.80885079792153,0,3.35162723379168
18,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
19,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
20,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
21,0.376001307277362,1,-0.047,5.795,1.976,0.981,-4.99591908981436,2.10625078513963,1.80968593109379,2.2034645541021,6.5739677193375,2.61895678764471,-9.35794353913614,-5.11349029287226,2.77056026036655,0,3.32574439907374
22,0.376001307277362,1,-0.047,5.795,1.976,0.981,-4.99591908981436,2.10625078513963,1.80968593109379,2.2034645541021,6.5739677193375,2.61895678764471,-9.35794353913614,-5.11349029287226,2.77056026036655,0,3.32574439907374
23,0.284971143611266,1,0.005,5.159,1.885,0.983,-4.99601713617472,2.19160319094649,1.9033818238666,2.29285793071733,6.65875988782301,2.72270697970357,-9.46706265688932,-5.22500924886853,2.87559146803449,0,3.39674119258681
24,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
25,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
26,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
27,0.342815038378007,1,-0.028,5.539,1.942,0.982,-4.99595483393201,2.13736715114665,1.84384402734559,2.23605411029642,6.6048798433038,2.65678031375255,-9.39772437922229,-5.15414602622502,2.80885079792153,0,3.35162723379168
28,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
29,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
30,0.342815038378007,1,-0.028,5.539,1.942,0.982,-4.99595483393201,2.13736715114665,1.84384402734559,2.23605411029642,6.6048798433038,2.65678031375255,-9.39772437922229,-5.15414602622502,2.80885079792153,0,3.35162723379168
31,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
32,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
33,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
34,0.342815038378007,1,-0.028,5.539,1.942,0.982,-4.99595483393201,2.13736715114665,1.84384402734559,2.23605411029642,6.6048798433038,2.65678031375255,-9.39772437922229,-5.15414602622502,2.80885079792153,0,3.35162723379168
35,0.376001307277362,1,-0.047,5.795,1.976,0.981,-4.99591908981436,2.10625078513963,1.80968593109379,2.2034645541021,6.5739677193375,2.61895678764471,-9.35794353913614,-5.11349029287226,2.77056026036655,0,3.32574439907374
36,0.303077627209167,1,-0.005,5.269,1.902,0.982,-4.99599763412458,2.17462604981499,1.8847451096462,2.27507701456539,6.64189418148917,2.70207040084732,-9.44535816426572,-5.20282741302115,2.85470008695467,0,3.38261947484539
37,0.342815038378007,1,-0.028,5.539,1.942,0.982,-4.99595483393201,2.13736715114665,1.84384402734559,2.23605411029642,6.6048798433038,2.65678031375255,-9.39772437922229,-5.15414602622502,2.80885079792153,0,3.35162723379168
38,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
39,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
40,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
41,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
42,0.312557824304113,1,-0.011,5.33,1.911,0.982,-4.99598742323642,2.16573715412383,1.8749872942727,2.26576727815314,6.63306363085654,2.69126549586039,-9.43399412072823,-5.19121344200221,2.84376177255742,0,3.37522562242871
43,0.303077627209167,1,-0.005,5.269,1.902,0.982,-4.99599763412458,2.17462604981499,1.8847451096462,2.27507701456539,6.64189418148917,2.70207040084732,-9.44535816426572,-5.20282741302115,2.85470008695467,0,3.38261947484539
44,0.412400178659593,1,-0.068,6.106,2.017,0.98,-4.99587988548124,2.07212219395612,1.7722211544447,2.1677201603012,6.54006314188067,2.57747174857036,-9.31431170796631,-5.06889887424229,2.7285630007214,0,3.29735597207813
45,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
46,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
47,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
48,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
49,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
50,0.312557824304113,1,-0.011,5.33,1.911,0.982,-4.99598742323642,2.16573715412383,1.8749872942727,2.26576727815314,6.63306363085654,2.69126549586039,-9.43399412072823,-5.19121344200221,2.84376177255742,0,3.37522562242871
51,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
52,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
53,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
54,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
55,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
56,0.293884974145983,1,0,5.212,1.892,0.983,-4.99600753530611,2.18324533624809,1.89420696054284,2.28410437719196,6.65045689252879,2.71254758206314,-9.45637752479049,-5.21408912047235,2.86530663113754,0,3.38978906418896
57,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
58,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
59,0.303077627209167,1,-0.005,5.269,1.902,0.982,-4.99599763412458,2.17462604981499,1.8847451096462,2.27507701456539,6.64189418148917,2.70207040084732,-9.44535816426572,-5.20282741302115,2.85470008695467,0,3.38261947484539
60,0.276327678633796,1,0.01,5.11,1.878,0.983,-4.99602644583921,2.19970754340092,1.91227840424281,2.30134598005036,6.66681104481484,2.73255823246805,-9.4774236980507,-5.23559815865028,2.88556435535511,0,3.40348245585086
61,0.438603242506849,1,-0.083,6.351,2.049,0.979,-4.99585166280276,2.0475534746569,1.74525075955936,2.14198824616818,6.51565568708664,2.54760722018551,-9.28290173247808,-5.03679810449229,2.69832973155391,0,3.27691952070365
62,0.342815038378007,1,-0.028,5.539,1.942,0.982,-4.99595483393201,2.13736715114665,1.84384402734559,2.23605411029642,6.6048798433038,2.65678031375255,-9.39772437922229,-5.15414602622502,2.80885079792153,0,3.35162723379168
63,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
64,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
65,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
66,0.303077627209167,1,-0.005,5.269,1.902,0.982,-4.99599763412458,2.17462604981499,1.8847451096462,2.27507701456539,6.64189418148917,2.70207040084732,-9.44535816426572,-5.20282741302115,2.85470008695467,0,3.38261947484539
67,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
68,0.276327678633796,1,0.01,5.11,1.878,0.983,-4.99602644583921,2.19970754340092,1.91227840424281,2.30134598005036,6.66681104481484,2.73255823246805,-9.4774236980507,-5.23559815865028,2.88556435535511,0,3.40348245585086
69,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
70,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
71,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
72,0.322334559740693,1,-0.016,5.395,1.921,0.982,-4.99597689295407,2.15657021586027,1.86492425672292,2.25616633536943,6.62395686267124,2.68012261597967,-9.42227461257422,-5.17923618869376,2.83248131025132,0,3.3676004920426
73,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
74,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
75,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
76,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
77,0.312557824304113,1,-0.011,5.33,1.911,0.982,-4.99598742323642,2.16573715412383,1.8749872942727,2.26576727815314,6.63306363085654,2.69126549586039,-9.43399412072823,-5.19121344200221,2.84376177255742,0,3.37522562242871
78,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
79,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
80,0.438603242506849,1,-0.083,6.351,2.049,0.979,-4.99585166280276,2.0475534746569,1.74525075955936,2.14198824616818,6.51565568708664,2.54760722018551,-9.28290173247808,-5.03679810449229,2.69832973155391,0,3.27691952070365
81,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
82,0.322334559740693,1,-0.016,5.395,1.921,0.982,-4.99597689295407,2.15657021586027,1.86492425672292,2.25616633536943,6.62395686267124,2.68012261597967,-9.42227461257422,-5.17923618869376,2.83248131025132,0,3.3676004920426
83,0.376001307277362,1,-0.047,5.795,1.976,0.981,-4.99591908981436,2.10625078513963,1.80968593109379,2.2034645541021,6.5739677193375,2.61895678764471,-9.35794353913614,-5.11349029287226,2.77056026036655,0,3.32574439907374
84,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
85,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
86,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
87,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
88,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
89,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
90,0.425299959523277,1,-0.075,6.225,2.033,0.979,-4.99586599144313,2.06002700169506,1.75894361614398,2.15505232666716,6.52804734021265,2.56276942696372,-9.29884856201156,-5.05309564994209,2.71367914785111,0,3.28729509729269
91,0.322334559740693,1,-0.016,5.395,1.921,0.982,-4.99597689295407,2.15657021586027,1.86492425672292,2.25616633536943,6.62395686267124,2.68012261597967,-9.42227461257422,-5.17923618869376,2.83248131025132,0,3.3676004920426
92,0.312557824304113,1,-0.011,5.33,1.911,0.982,-4.99598742323642,2.16573715412383,1.8749872942727,2.26576727815314,6.63306363085654,2.69126549586039,-9.43399412072823,-5.19121344200221,2.84376177255742,0,3.37522562242871
93,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
94,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
95,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
96,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
97,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
98,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
99,0.376001307277362,1,-0.047,5.795,1.976,0.981,-4.99591908981436,2.10625078513963,1.80968593109379,2.2034645541021,6.5739677193375,2.61895678764471,-9.35794353913614,-5.11349029287226,2.77056026036655,0,3.32574439907374
100,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
101,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
102,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
103,0.303077627209167,1,-0.005,5.269,1.902,0.982,-4.99599763412458,2.17462604981499,1.8847451096462,2.27507701456539,6.64189418148917,2.70207040084732,-9.44535816426572,-5.20282741302115,2.85470008695467,0,3.38261947484539
104,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
105,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
106,0.322334559740693,1,-0.016,5.395,1.921,0.982,-4.99597689295407,2.15657021586027,1.86492425672292,2.25616633536943,6.62395686267124,2.68012261597967,-9.42227461257422,-5.17923618869376,2.83248131025132,0,3.3676004920426
107,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
108,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
109,0.387762539981241,1,-0.054,5.892,1.988,0.98,-4.99590642207859,2.09522312720624,1.79758028221963,2.19191479672262,6.5630124449003,2.60555210833036,-9.34384518662691,-5.09908187768828,2.75699007192788,0,3.31657150762647
110,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
111,0.332417109168682,1,-0.022,5.465,1.932,0.982,-4.99596603328696,2.14711653791784,1.85454644971879,2.24626507734727,6.61456523691302,2.66863118942974,-9.41018852095385,-5.16688428971097,2.82084799773001,0,3.35973684936643
112,0.412400178659593,1,-0.068,6.106,2.017,0.98,-4.99587988548124,2.07212219395612,1.7722211544447,2.1677201603012,6.54006314188067,2.57747174857036,-9.31431170796631,-5.06889887424229,2.7285630007214,0,3.29735597207813
113,0.376001307277362,1,-0.047,5.795,1.976,0.981,-4.99591908981436,2.10625078513963,1.80968593109379,2.2034645541021,6.5739677193375,2.61895678764471,-9.35794353913614,-5.11349029287226,2.77056026036655,0,3.32574439907374
114,0.399891661285605,1,-0.061,5.996,2.003,0.98,-4.99589335809902,2.08385052671912,1.78509597148797,2.18000376564121,6.55171449204818,2.59172813379101,-9.32930584095784,-5.08422277065673,2.74299541117761,0,3.30711169028615
115,0.303077627209167,1,-0.005,5.269,1.902,0.982,-4.99599763412458,2.17462604981499,1.8847451096462,2.27507701456539,6.64189418148917,2.70207040084732,-9.44535816426572,-5.20282741302115,2.85470008695467,0,3.38261947484539
116,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
117,0.376001307277362,1,-0.047,5.795,1.976,0.981,-4.99591908981436,2.10625078513963,1.80968593109379,2.2034645541021,6.5739677193375,2.61895678764471,-9.35794353913614,-5.11349029287226,2.77056026036655,0,3.32574439907374
118,0.353538212374258,1,-0.034,5.619,1.953,0.981,-4.99594328426386,2.12731280584389,1.83280683571071,2.22552374659111,6.59489149285411,2.64455874546368,-9.38487036206072,-5.14100931284489,2.79647832851687,0,3.3432639513438
119,0.322334559740693,1,-0.016,5.395,1.921,0.982,-4.99597689295407,2.15657021586027,1.86492425672292,2.25616633536943,6.62395686267124,2.68012261597967,-9.42227461257422,-5.17923618869376,2.83248131025132,0,3.3676004920426
120,0.364596804738087,1,-0.041,5.704,1.965,0.981,-4.9959313733248,2.11694396297822,1.82142440331017,2.21466399557891,6.58459070914504,2.6319548893852,-9.37161427425713,-5.12746168615132,2.78371885117109,0,3.33463906738248
